timestamp,total,after_filter,after_dedup,relevant,t_search,t_filter,t_dedup,t_screen,t_synth,total_time
2025-11-02T22:37:20.558962,100,0,0,0,0.93,0.0,0.0,0.0,1.37,407.9
2025-11-02T23:20:50.060236,120,0,0,0,3.95,0.0,0.0,0.0,2.33,8.37
2025-11-02T23:28:54.706674,120,0,0,0,3.52,0.0,0.0,0.0,2.25,7.63
2025-11-02T23:36:47.178789,120,0,0,0,3.81,0.0,0.0,0.0,8.6,14.23
2025-11-02T23:48:14.901276,120,0,0,0,4.8,0.0,0.0,0.0,8.07,13.89
2025-11-02T23:52:30.915360,120,0,0,0,4.39,0.0,0.0,0.0,61.21,66.94
2025-11-02T23:58:36.778832,120,0,0,0,4.2,0.0,0.0,0.0,6.86,12.28
2025-11-02T23:59:56.754094,120,0,0,0,4.08,0.0,0.0,0.0,1.94,7.28
2025-11-03T00:14:42.741459,120,0,0,0,4.95,0.0,0.0,0.0,90.85,97.63
2025-11-03T00:17:13.862634,120,65,62,60,4.61,0.0,4.38,22.44,7.98,65.42
2025-11-03T00:29:02.063961,120,64,61,59,3.68,0.0,4.59,20.5,58.15,108.99
2025-11-03T00:39:26.092404,120,65,62,60,3.87,0.0,4.36,21.38,25.2,80.35
2025-11-03T01:04:12.590194,20,7,7,7,2.2,0.0,0.65,3.75,138.93,149.46
2025-11-03T01:19:23.451050,0,0,0,0,0.0,0.0,0.0,0.0,101.93,101.93
2025-11-03T01:26:08.737697,0,0,0,0,0,0.0,0.0,0.0,0.0,18.41,18.41
2025-11-03T01:32:31.195473,0,0,0,0,0,0.0,0.0,0.0,0.0,19.49,19.5
2025-11-03T08:52:26.469103,0,0,0,0,0,0.0,0.0,0.0,0.0,80.73,80.74
2025-11-03T08:57:46.864505,360,126,7,7,65.0,51.87,0.0,1.71,8.54,79.95,151.9
2025-11-03T09:54:30.250023,352,160,40,35,54.5,18.97,0.0,3.24,26.2,79.57,556.22
2025-11-03T10:09:46.709037,352,160,40,35,54.5,20.3,0.0,3.17,22.27,78.86,149.61
2025-11-03T12:14:38.835817,350,350,1,1,0.0,930.77,0.0,2.64,2.78,80.57,1429.75
2025-11-03T12:42:29.323065,101,87,86,83,13.9,2.9,0.0,6.42,31.18,81.01,156.08
2025-11-03T14:12:02.675619,1,1,1,1,0.0,3.53,0.0,0.23,0.74,79.55,86.98
2025-11-03T14:33:26.294118,1,1,1,1,0.0,3.29,0.0,0.25,2.24,0.77,9.9
2025-11-03T14:38:45.083497,1,1,1,1,0.0,2.8,0.0,0.06,0.73,15.88,20.64
2025-11-03T14:59:33.407223,1,1,1,1,0.0,3.11,0.0,0.08,0.69,24.29,32.12
2025-11-03T15:37:19.899057,2105,1253,1139,1046,40.5,178.34,0.0,200.54,572.49,15.36,1499.63
